mir,disease,PMID,AB,TI,HMDD label,miRAIDD label,completion
hsa-mir-200c,Melanoma,22956368,"Loss of E-cadherin expression in melanoma correlates with increased tumor thickness and reduced disease-free survival. The molecular mechanisms underpinning its differential expression in melanoma tissue remain elusive. MicroRNAs (miRNAs) have been implicated in tumor progression and regulation of E-cadherin expression. Here, we demonstrate a significant correlation between tumor thickness and loss of expression of miR-200a, miR-200c, and miR-203 in a series of 23 frozen primary melanomas, where it was confirmed in two subsequent validation series (series 1: six nevi, 15 primary melanomas, and 16 metastases; series 2: 11 matched pairs of primary melanomas and metastases). Decreased levels of miR-200a, miR-200c, and miR-203 correlated with increasing thickness in the combined validation series (P = 0.024, 0.033, and 0.031, respectively). In addition, progressive loss of miR-200a expression with disease progression was observed in series 1 (P < 0.001) and in series 2 (P = 0.029). MiR-200 in situ hybridization and E-cadherin immunohistochemistry demonstrated reduced expression of both at the deep invasive margin of the tumor. Furthermore, a functional validation study using an anti-miR200 strategy demonstrated that loss of miR-200 expression in melanoma cell lines reduced E-cadherin expression. Collectively, our data point towards an important role for miR-200 and miR203 expression in regulating E-cadherin during melanoma progression.","Loss of microRNA-200a and c, and microRNA-203 expression at the invasive front of",yes,0.0,"Based on the abstract, there is no evidence that hsa-mir-200c plays a causal role in melanoma progression, as the study only identified a correlation between the decreased expression of miR-200a, miR-200c, and miR-203 and increasing tumor thickness. Furthermore, the loss of E-cadherin expression was shown to be the result of reduced miR-200 expression, rather than vice versa. Therefore, hsa-mir-200c is not causal for melanoma."
hsa-mir-370,Cholangiocarcinoma,23110045,"Cholangiocarcinoma (CCA) is a highly lethal malignant tumor arising from the biliary tract epithelium. Interleukin-6 (IL-6) is a major mediator of inflammation and contributor to carcinogenesis within the biliary tree. Previous studies suggested that enforced IL-6 contributes to cholangiocarcinogenesis through hypermethylation of several genes implicated in CCA. However, the precise mechanisms of IL-6 effects in CCA remain unclear. We now demonstrate that microRNA (miR)-370 is underexpressed in a large cohort of human CCA vs. normal liver tissues. In addition, we show that IL-6 induces a time-dependent silencing of miR-370. In addition, demethylation of CCA cells results in upregulation of miR-370. Furthermore, we demonstrate that miR-370 is imprinted, and that the Intergenic Differentially Methylated Region (IG-DMR) responsible for imprinting regulation of this genomic locus is hypermethylated in response to IL-6 treatment. In addition, the IG-DMR is hypermethylated in human CCA specimens compared to normal matched controls, in the same location as the IL-6 induced hypermethylation. Finally, miR-370 was found to regulate WNT10B in luciferase as well as western blotting experiments. Our data indicate that the paternal allele of miR-370 is normally silenced through genomic imprinting and that the overexpression of IL-6 in CCA effectively suppresses the expression of miR-370 from the maternal allele, lending support to the theory that miR-370 silencing in human CCA follows a classic two-hit mechanism.",Silencing of miR-370 in human cholangiocarcinoma by allelic loss and,yes,0.0,"The abstract suggests that hsa-mir-370 is underexpressed in human cholangiocarcinoma and is silenced by IL-6 induction. It also regulates WNT10B. However, there is no direct evidence of miR-370 having a causal role in cholangiocarcinoma. Therefore, hsa-mir-370 is not necessarily causal in cholangiocarcinoma."
hsa-mir-132,Osteosarcoma,23801049,"MicroRNA-132 (miR-132), an angiogenic growth factor inducible microRNA in the endothelium, facilitates pathological angiogenesis. Previous study showed that miR-132 was downregulated in human osteosarcoma. However, its functional attributes associated with tumor progression of osteosarcoma have not been fully elucidated. The aim of this study was to investigate the clinical significance of miR-132 expression in human osteosarcoma. miR-132 expression was detected by quantitative reverse transcription polymerase chain reaction using 166 pairs of osteosarcoma and noncancerous bone tissues. Then, the association of miR-132 expression with clinicopathological factors or survival of osteosarcoma patients was also evaluated. miR-132 expression was significantly lower in osteosarcoma tissues than that in corresponding noncancerous bone tissues (P < 0.001). In addition, miR-132 expression was decreased in the osteosarcoma specimens with advanced clinical stage (P = 0.009), positive distant metastasis (P = 0.006), and poor response to chemotherapy (P = 0.009). Moreover, both the univariate and multivariate analyses showed that osteosarcoma patients with low miR-132 expression had poorer overall and disease-free survival (both P < 0.001), and low miR-132 expression was an independent prognostic factor for both overall (P = 0.001) and disease-free survival (P = 0.006). These findings offer the convinced evidence for the first time that miR-132 may participate in tumor progression of osteosarcoma and loss of miR-132 expression may be a predictor for unfavorable outcome of osteosarcoma patients.",Loss of microRNA-132 predicts poor prognosis in patients with primary,yes,0.0,There is insufficient evidence in the abstract to determine if hsa-mir-132 plays a causal role in osteosarcoma. The study only shows a correlation between low expression of hsa-mir-132 and poorer prognosis in osteosarcoma patients.
hsa-mir-15a,"Leukemia, Lymphocytic, Chronic, B-Cell",24026141,"INTRODUCTION: MicroRNAs (miRNAs) are small non-coding single-stranded RNA molecules that regulate gene expression at the post-transcriptional level. In the pathogenesis of chronic lymphocytic leukemia (CLL), miR-15a and miR-16-1 play an important role. These miRNAs are located on chromosome 13 in the 13q14.3 region, which is deleted in more than 55% of CLL patients. This aberration affects expression of miRNAs. OBJECTIVES: The study aimed at performing a molecular genetic analysis of miR-15a and miR-16-1 expression in a group of 39 patients diagnosed with CLL and determining the association between the expression of the two miRNAs and types of deletions in the 13q14 region. METHODS: We used fluorescence in situ hybridiziation (FISH) for determination of mono- or biallelic deletion 13q and quantitative polymerase chain reaction (Q-RT-PCR) to revealed expression miR-15a and miR-16-1 in 39 patients suffering from CLL. RESULTS: The analysis comprised 19 patients with monoallelic 13q14 deletion, 3 patients with biallelic deletion, 9 patients with both monoallelic and biallelic deletions, and 8 patients without 13q14 deletion serving as controls. The results showed different levels of miRNA expression in individual patients. Significantly higher normalized levels of miR-15a expression were found in the control group and patients with monoallelic 13q14 expression compared with patients with biallelic deletion. There was a significantly decreased expression of both miRNAs in patients with biallelic deletion of the 13q14 region but only when deletions were present in 77% or more of cells, as detected by fluorescent in situ hybridization (FISH).",Expression of miR-15a and miR-16-1 in patients with chronic lymphocytic leukemia.,yes,0.0,"Since the authors only performed differential expression analysis and did not manipulate hsa-mir-15a expression or demonstrate a causal relationship with CLL, hsa-mir-15a likely does not play a causal role in CLL based on this abstract."
hsa-mir-16-1,"Leukemia, Lymphocytic, Chronic, B-Cell",24026141,"INTRODUCTION: MicroRNAs (miRNAs) are small non-coding single-stranded RNA molecules that regulate gene expression at the post-transcriptional level. In the pathogenesis of chronic lymphocytic leukemia (CLL), miR-15a and miR-16-1 play an important role. These miRNAs are located on chromosome 13 in the 13q14.3 region, which is deleted in more than 55% of CLL patients. This aberration affects expression of miRNAs. OBJECTIVES: The study aimed at performing a molecular genetic analysis of miR-15a and miR-16-1 expression in a group of 39 patients diagnosed with CLL and determining the association between the expression of the two miRNAs and types of deletions in the 13q14 region. METHODS: We used fluorescence in situ hybridiziation (FISH) for determination of mono- or biallelic deletion 13q and quantitative polymerase chain reaction (Q-RT-PCR) to revealed expression miR-15a and miR-16-1 in 39 patients suffering from CLL. RESULTS: The analysis comprised 19 patients with monoallelic 13q14 deletion, 3 patients with biallelic deletion, 9 patients with both monoallelic and biallelic deletions, and 8 patients without 13q14 deletion serving as controls. The results showed different levels of miRNA expression in individual patients. Significantly higher normalized levels of miR-15a expression were found in the control group and patients with monoallelic 13q14 expression compared with patients with biallelic deletion. There was a significantly decreased expression of both miRNAs in patients with biallelic deletion of the 13q14 region but only when deletions were present in 77% or more of cells, as detected by fluorescent in situ hybridization (FISH).",Expression of miR-15a and miR-16-1 in patients with chronic lymphocytic leukemia.,yes,0.0,"It is not clear from the abstract whether hsa-mir-16-1 plays a causal role in chronic lymphocytic leukemia (CLL). The study focused on analyzing the expression of hsa-mir-15a and hsa-mir-16-1 in patients with CLL and their association with deletions in the 13q14 region, but it did not include any intervention experiments or investigations into the functional role of the miRNAs in CLL. Therefore, hsa-mir-16-1's causal relationship with the disease cannot be determined from this abstract."
hsa-mir-126,Prostate Neoplasms,24350576,"OBJECTIVE: Numerous studies have suggested that microRNA-126 (miR-126) is involved in development of various cancer types as well as in malignant proliferation and invasion. However, its role in human prostate cancer (PCa) is still unclear. The aim of this study was to investigate miR-126 expression in PCa and its prognostic value for PCa patients undergoing radical prostatectomy. METHODS: A series of 128 cases with PCa were evaluated for the expression levels of miR-126 by quantitative reverse-transcription PCR (qRT-PCR). Kaplan-Meier analysis and Cox proportional hazards regression models were used to investigate the correlation between miR-126 expression and prognosis of PCa patients. RESULTS: Compared with non-cancerous prostate tissues, the expression level of miR-126 was significantly decreased in PCa tissues (PCa vs. non-cancerous prostate: 1.05 ± 0.63 vs. 2.92 ± 0.98, P < 0.001). Additionally, the loss of miR-126 expression was dramatically associated with aggressive clinical pathological features, including advanced pathological stage (P = 0.001), positive lymph node metastasis (P = 0.006), high preoperative PSA (P = 0.003) and positive angiolymphatic invasion (P = 0.001). Moreover, Kaplan-Meier survival analysis showed that PCa patients with low miR-126 expression have shorter biochemical recurrence (BCR)-free survival than those with high miR-126 expression. Furthermore, multivariate analysis indicated that miR-126 expression was an independent prognostic factor for BCR-free survival after radical prostatectomy. CONCLUSION: These findings suggest for the first time that the loss of miR-126 expression may play a positive role in the malignant progression of PCa. More importantly, the downregulation of miR-126 may serve as an independent predictor of BCR-free survival in patients with PCa. VIRTUAL SLIDES: The virtual slide(s) for this article can be found here: http://www.diagnosticpathology.diagnomx.eu/vs/1740080792113255.",Association of microRNA-126 expression with clinicopathological features and the,yes,0.0,"The abstract does not provide evidence of a causal role of hsa-mir-126 in prostate cancer, as the study only reports on its decreased expression in cancerous prostate tissues and its correlation with aggressive clinical features and worse prognosis."
hsa-mir-15a,"Leukemia, Lymphocytic, Chronic, B-Cell",24732594,"Deregulation of the miR-15a/16-1 cluster has a key role in the pathogenesis of chronic lymphocytic leukemia (CLL), a clinically heterogeneous disease with indolent and aggressive forms. The miR-15a/16-1 locus is located at 13q14, the most frequently deleted region in CLL. Starting from functional investigations of a rare SNP upstream the miR cluster, we identified a novel allele-specific mechanism that exploits a cryptic activator region to recruit the RNA polymerase III for miR-15a/16-1 transcription. This regulation of the miR-15a/16- locus is independent of the DLEU2 host gene, which is often transcribed monoallellically by RPII. We found that normally one allele of miR-15a/16-1 is transcribed by RNAPII, the other one by RNAPIII. In our subset of CLL patients harboring 13q14 deletions, exclusive RNA polymerase III (RPIII)-driven transcription of the miR-15a/16-1 was the consequence of loss of the RPII-regulated allele and correlated with high expression of the poor prognostic marker ZAP70 (P=0.019). Thus, our findings point to a novel biological process, characterized by double allele-specific transcriptional regulation of the miR-15a/16-1 locus by alternative mechanisms. Differential usage of these mechanisms may distinguish at onset aggressive from indolent forms of CLL. This provides a basis for the clinical heterogeneity of the CLL patients carrying 13q14 deletions.",Allele-specific loss and transcription of the miR-15a/16-1 cluster in chronic,yes,0.0,"Yes, hsa-mir-15a plays a causal role in chronic lymphocytic leukemia (CLL) as deregulation of the miR-15a/16-1 cluster has a key role in the pathogenesis of CLL. Additionally, the subset of CLL patients with loss of RPII-regulated allele and exclusive RPIII-driven transcription of miR-15a/16-1 showed high expression of the poor prognostic marker, ZAP70."
hsa-mir-21,Pulmonary Hypertension,24732886,"Pulmonary endothelial cell apoptosis is a transient, yet defining pathogenic event integral to the onset of many pulmonary vascular diseases such as pulmonary hypertension (PH). However, there is a paucity of information concerning the molecular pathway(s) that control pulmonary arterial endothelial cell apoptosis. Here, we introduce a molecular axis that when functionally active seems to induce pulmonary arterial endothelial cell apoptosis in vitro and PH in vivo. In response to apoptotic stimuli, human pulmonary arterial endothelial cells exhibited robust induction of a programmed cell death 4 (PDCD4)/caspase-3/apoptotic pathway that was reversible by direct PDCD4 silencing. Indirectly, this pathway was also repressed by delivery of a microRNA-21 mimic. In vivo, genetic deletion of microRNA-21 in mice (miR-21(-/-) mice) resulted in functional activation of the PDCD4/caspase-3 axis in the pulmonary tissues, leading to the onset of progressive PH. Conversely, microRNA-21-overexpressing mice (CAG-microRNA-21 mice) exhibited reduced PDCD4 expression in pulmonary tissues and were partially resistant to PH in response to chronic hypoxia plus SU 5416 injury. Furthermore, direct PDCD4 knockout in mice (PDCD4(-/-) mice) potently blocked pulmonary caspase-3 activation and the development of chronic hypoxia plus SU 5416 PH, confirming its importance in disease onset. Broadly, these findings support the existence of a microRNA-21-responsive PDCD4/caspase-3 pathway in the pulmonary tissues that when active serves to promote endothelial apoptosis in vitro and PH in vivo.",Endothelial apoptosis in pulmonary hypertension is controlled by a,yes,0.0,"No, hsa-mir-21 does not play a causal role in pulmonary hypertension described in the abstract. Delivery of a miRNA-21 mimic was shown to repress a pathway that induces pulmonary arterial endothelial cell apoptosis, while genetic deletion of miR-21 resulted in activation of the pathway leading to progressive PH. Therefore, miR-21 is not causal in this context."
hsa-mir-204,Prostate Neoplasms,25630658,"During cancer progression, the genome instability incurred rearrangement could possibly turn some of the tumor suppressor micro-RNAs into pro-oncogenic ones. We aimed to investigate miR-204 in the context of prostate cancer progression using a cell line model of different levels of genome instability (LNCaP, PC3, VCaP and NCI H660), as demonstrated by the availability of ERG fusion. We studied the effect of miR-204 modulation on master transcription factors important for lineage development, cell differentiation and prostate cancer bone marrow metastasis. We followed c-MYB, ETS1 and RUNX2 transcript and protein expression and the miR-204 affected global proteome. We further investigated if these transcription factors exert an effect on miR-204 expression (qPCR, luciferase reporter assay) by silencing them using esiRNA. We found dualistic miR-204 effects, either acting as a tumor suppressor on c-MYB, or as an oncomiR on ETS1. RUNX2 and ETS1 regulation by miR-204 was ERG fusion dependent, demonstrating regulatory circuitry disruption in advanced metastatic models. miR-204 also differentially affected mRNA splicing and protein stability. miR-204 levels were found dependent on cancer hypermethylation and supported by positive feedback induced by all three transcription factors. In this regulatory circuitry among miR-204, c-MYB, RUNX2 and ETS1, the c-MYB was found to induce all three other members, but its expression was differentially affected by the methylation status in lymph node vs. bone metastasis. We demonstrate that not only tumor suppressor micro-RNA loss, but also significant genome rearrangement-driven regulatory loop perturbations play a role in the advanced cancer progression, conferring better pro-survival and metastatic potential.",miR-204 is dysregulated in metastatic prostate cancer in vitro.,yes,0.0,"It is unclear whether hsa-mir-204 plays a causal role in metastatic prostate cancer based on the information provided in the abstract. While the study investigated the effect of miR-204 on prostate cancer progression and metastasis, the authors did not perform causal intervention experiments with miR-204 to show whether its dysregulation directly contributes to the disease."
hsa-mir-23a,Idiopathic Pulmonary Hypertension,25815108,"Idiopathic pulmonary hypertension (IPAH) is a rare disease characterized by a progressive increase in pulmonary vascular resistance leading to heart failure. MicroRNAs (miRNAs) are small noncoding RNAs that control the expression of genes, including some involved in the progression of IPAH, as studied in animals and lung tissue. These molecules circulate freely in the blood and their expression is associated with the progression of different vascular pathologies. Here, we studied the expression profile of circulating miRNAs in 12 well-characterized IPAH patients using microarrays. We found significant changes in 61 miRNAs, of which the expression of miR23a was correlated with the patients' pulmonary function. We also studied the expression profile of circulating messenger RNA (mRNAs) and found that miR23a controlled 17% of the significantly changed mRNA, including PGC1α, which was recently associated with the progression of IPAH. Finally we found that silencing of miR23a resulted in an increase of the expression of PGC1α, as well as in its well-known regulated genes CYC, SOD, NRF2, and HO1. The results point to the utility of circulating miRNA expression as a biomarker of disease progression.",Role of circulating miRNAs as biomarkers in idiopathic pulmonary arterial,yes,0.0,"It is not clear from the abstract whether hsa-mir-23a plays a causal role in idiopathic pulmonary hypertension. The study found significant changes in the expression of miR23a in IPAH patients and showed that it may control the expression of PGC1-alpha, which is associated with the progression of IPAH. However, the study did not perform any causal intervention experiments, so it cannot be concluded whether miR23a plays a causal role in IPAH."
hsa-mir-146b,"Carcinoma, Thyroid, Papillary",25819770,"BACKGROUND: With the increasing diagnosis of indolent papillary thyroid cancer (PTC), the task of identifying those likely to suffer from recurrence is becoming ever more challenging. MicroRNA (miRNA/miR) in the circulation has been demonstrated as potential biomarkers of recurrence in PTC. This study aimed to investigate in vitro if extracellular miRNAs are contained in exosomes, and their potential effect on other cells. METHODS: TPC-1 (PTC) and NTHY (normal thyroid follicular) cell lines were treated with exosome isolates and conditioned medium (CM), both containing miR-146b and miR-222. The changes in proliferation over a 72-h period of TPC-1 and NTHY were compared. Student t-test and analysis of variance were used for significance testing, and P < 0.05 was considered significant. RESULTS: Exosomes derived from TPC-1 cells were demonstrated to contain miR-146b and miR-222 in relative abundance. These exosomes caused a negative proliferative effect on both TPC-1 and NTHY cells. Exosomes derived from NTHY cells did not exert a significant proliferative effect on either cell line. CM from both cell types caused an initial increase in TPC-1 proliferation at 24 h. No significant change in proliferation was seen with NTHY cells when treated with either of the CM. CONCLUSIONS: The results showed that PTC cells overexpress miR-146b and miR-222 in exosomes; and that factors released by both normal thyroid and PTC cells alter proliferation of other cells in a complex manner. The intercellular interactions were likely conferred in part by exosomal miRNA, which can potentially be developed as biomarkers of PTC recurrence.",Papillary thyroid cancer-derived exosomes contain miRNA-146b and miRNA-222.,yes,0.0,The abstract does not provide evidence for a causal role of hsa-mir-146b in papillary thyroid cancer.
hsa-mir-222,"Carcinoma, Thyroid, Papillary",25819770,"BACKGROUND: With the increasing diagnosis of indolent papillary thyroid cancer (PTC), the task of identifying those likely to suffer from recurrence is becoming ever more challenging. MicroRNA (miRNA/miR) in the circulation has been demonstrated as potential biomarkers of recurrence in PTC. This study aimed to investigate in vitro if extracellular miRNAs are contained in exosomes, and their potential effect on other cells. METHODS: TPC-1 (PTC) and NTHY (normal thyroid follicular) cell lines were treated with exosome isolates and conditioned medium (CM), both containing miR-146b and miR-222. The changes in proliferation over a 72-h period of TPC-1 and NTHY were compared. Student t-test and analysis of variance were used for significance testing, and P < 0.05 was considered significant. RESULTS: Exosomes derived from TPC-1 cells were demonstrated to contain miR-146b and miR-222 in relative abundance. These exosomes caused a negative proliferative effect on both TPC-1 and NTHY cells. Exosomes derived from NTHY cells did not exert a significant proliferative effect on either cell line. CM from both cell types caused an initial increase in TPC-1 proliferation at 24 h. No significant change in proliferation was seen with NTHY cells when treated with either of the CM. CONCLUSIONS: The results showed that PTC cells overexpress miR-146b and miR-222 in exosomes; and that factors released by both normal thyroid and PTC cells alter proliferation of other cells in a complex manner. The intercellular interactions were likely conferred in part by exosomal miRNA, which can potentially be developed as biomarkers of PTC recurrence.",Papillary thyroid cancer-derived exosomes contain miRNA-146b and miRNA-222.,yes,0.0,"It is not clear from the abstract whether hsa-mir-222 plays a causal role in papillary thyroid cancer. The study focused more on the identification of potential biomarkers for recurrence in PTC and the effect of exosomes containing miR-146b and miR-222 on cellular proliferation. Therefore, without additional information, we cannot definitively conclude whether hsa-mir-222 is a causal miRNA for PTC."
hsa-mir-21,"Carcinoma, Hepatocellular",26282675,"BACKGROUND: Non-alcoholic fatty liver disease (NAFLD) is a major risk factor for hepatocellular carcinoma (HCC). However, the mechanistic pathways that link both disorders are essentially unknown. OBJECTIVE: Our study was designed to investigate the role of microRNA-21 in the pathogenesis of NAFLD and its potential involvement in HCC. METHODS: Wildtype mice maintained on a high fat diet (HFD) received tail vein injections of microRNA-21-anti-sense oligonucleotide (ASO) or miR-21 mismatched ASO for 4 or 8 weeks. Livers were collected after that time period for lipid content and gene expression analysis. Human hepatoma HepG2 cells incubated with oleate were used to study the role of miR-21 in lipogenesis and analysed with Nile-Red staining. microRNA-21 function in carcinogenesis was determined by soft-agar colony formation, cell cycle analysis and xenograft tumour assay using HepG2 cells. RESULTS: The expression of microRNA-21 was increased in the livers of HFD-treated mice and human HepG2 cells incubated with fatty acid. MicroRNA-21 knockdown in those mice and HepG2 cells impaired lipid accumulation and growth of xenograft tumour. Further studies revealed that Hbp1 was a novel target of microRNA-21 and a transcriptional activator of p53. It is well established that p53 is a tumour suppressor and an inhibitor of lipogenesis by inhibiting Srebp1c. As expected, microRNA-21 knockdown led to increased HBP1 and p53 and subsequently reduced lipogenesis and delayed G1/S transition, and the additional treatment of HBP1-siRNA antagonised the effect of microRNA-21-ASO, suggesting that HBP1 mediated the inhibitory effects of microRNA-21-ASO on both hepatic lipid accumulation and hepatocarcinogenesis. Mechanistically, microRNA-21 knockdown induced p53 transcription, which subsequently reduced expression of genes controlling lipogenesis and cell cycle transition. In contrast, the opposite result was observed with overexpression of microRNA-21, which prevented p53 transcription. CONCLUSIONS: Our findings reveal a novel mechanism by which microRNA-21, in part, promotes hepatic lipid accumulation and cancer progression by interacting with the Hbp1-p53-Srebp1c pathway and suggest the potential therapeutic value of microRNA-21-ASO for both disorders.",MicroRNA-21 is a potential link between non-alcoholic fatty liver disease and,yes,0.0,"Since the authors used anti-sense oligonucleotides to knockdown hsa-mir-21 expression and found that it impaired lipid accumulation and growth of xenograft tumor in the liver, hsa-mir-21 is likely a causal miRNA for both non-alcoholic fatty liver disease and hepatocellular carcinoma."
hsa-mir-214,Parkinson Disease,26349993,"BACKGROUNDS AND AIMS: MicroRNAs (miRNAs) have been reported to be involved in degenerative disorders including Parkinson's disease (PD). α-synuclein expression is strong associated with the pathogenesis of PD. In the present study, we investigated whether the regulation of α-synuclein expression by miR-214 is the potential mechanism underlying the neuroprotective effect of Resveratrol. METHODS: The PD mouse model was established with the injection of MPTP (1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine) and the human neuroblastoma cell line, SH-SY5Y, was administrated with MPP+. RESULTS: The midbrain of PD mice and MPP+ treated SH-SY5Y cells had the lower expression levels of miR-214 and higher mRNA and protein expression of α-synuclein, which were reversed by Resveratrol administration. MiR-214 mimic down-regulated expression of α-synuclein and its 3'-UTR activity, while the levels were up-regulated by miR-214 inhibitor. In addition, the cell viability, elevated by Resveratrol, was also decreased by miR-214 inhibitor or overexpressed α-synuclein. In vivo, miR-214 inhibitor down-regulated TH+ cells of ipsilateral and up-regulated α-synuclein expression compared with the group treated with Resveratrol. CONCLUSION: The loss of miR-214 in PD resulted in the increase of α-synuclein expression, which was the potential mechanism underlying the neuroprotective effects of Resveratrol.",MicroRNA-214 participates in the neuroprotective effect of Resveratrol via,yes,0.0,"Since the authors used hsa-mir-214 to regulate the expression of α-synuclein and the loss of hsa-mir-214 resulted in the increase of α-synuclein expression in Parkinson's disease, hsa-mir-214 causes Parkinson's disease."
hsa-mir-150,Diabetic Retinopathy,27304911,"Diabetic retinopathy (DR) is the leading cause of blindness among American adults above 40 years old. The vascular complication in DR is a major cause of visual impairment, making finding therapeutic targets to block pathological angiogenesis a primary goal for developing DR treatments. MicroRNAs (miRs) have been proposed as diagnostic biomarkers and potential therapeutic targets for various ocular diseases including DR. In diabetic animals, the expression levels of several miRs, including miR-150, are altered. The expression of miR-150 is significantly suppressed in pathological neovascularization in mice with hyperoxia-induced retinopathy. The purpose of this study was to investigate the functional role of miR-150 in the development of retinal microvasculature complications in high-fat-diet (HFD) induced type 2 diabetic mice. Wild type (WT) and miR-150 null mutant (miR-150-/-) male mice were given a HFD (59% fat calories) or normal chow diet. Chronic HFD caused a decrease of serum miR-150 in WT mice. Mice on HFD for 7 months (both WT and miR-150-/-) had significant decreases in retinal light responses measured by electroretinograms (ERGs). The retinal neovascularization in miR-150-/--HFD mice was significantly higher compared to their age matched WT-HFD mice, which indicates that miR-150 null mutation exacerbates chronic HFD-induced neovascularization in the retina. Overexpression of miR-150 in cultured endothelial cells caused a significant reduction of vascular endothelial growth factor receptor 2 (VEGFR2) protein levels. Hence, deletion of miR-150 significantly increased the retinal pathological angiogenesis in HFD induced type 2 diabetic mice, which was in part through VEGFR2.",Deletion of miR-150 Exacerbates Retinal Vascular Overgrowth in High-Fat-Diet,yes,0.0,"Since the deletion of miR-150 significantly increased the retinal pathological angiogenesis in HFD induced type 2 diabetic mice, hsa-mir-150 is a causal miRNA for diabetic retinopathy."
hsa-mir-27a,Rheumatoid Arthritis,27498552,"Fibroblast-like synoviocytes (FLS) with aberrant expression of microRNA (miRNA) are critical pathogenic regulators in rheumatoid arthritis (RA). Previous studies have found that overexpression or silencing of miRNA can contribute to the development of miRNA-based therapeutics in arthritis models. In this study, we explored the effects of miR-27a on cell migration and invasion in cultured FLS from RA patients. We found that miR-27a was markedly downregulated in the serum, synovial tissue, and FLS of RA patients. Meanwhile, the expression of follistatin-like protein 1 (FSTL1) was upregulated, which suggests that FSTL1 plays a key role in RA development. The results of a Transwell assay showed that miR-27a inhibited FLS migration and invasion. However, miR-27a inhibition promoted the migration and invasion of FLS. In addition, the down-regulated expression of matrix metalloproteinases (MMP2, MMP9, and MMP13) and Rho family proteins (Rac1, Cdc42, and RhoA) was detected after treatment with miR-27a in RA-FLS by quantitative reverse transcription-PCR and western blot analysis. Then, a luciferase reporter assay validated that miR-27a targeted the 3-untranslated region (3'-UTR) of FSTL1. Moreover, miR-27a caused a significant decrease of FSTL1. In addition, the expression of TLR4 and NFκB was inhibited by miR-27a but increased by FSTL1 overexpression. In conclusion, we found that miR-27a inhibited cell migration and invasion of RA-FLS by targeting FSTL1 and restraining the TLR4/NFκB pathway.",MicroRNA-27a Inhibits Cell Migration and Invasion of Fibroblast-Like Synoviocytes,yes,0.0,"Yes, hsa-mir-27a is causal for rheumatoid arthritis as shown by its inhibitory effects on migration and invasion of fibroblast-like synoviocytes from RA patients. The downregulation of hsa-mir-27a in the synovial tissue and FLS of RA patients suggests its role in the development of the disease. Additionally, hsa-mir-27a targets FSTL1 and restrains the TLR4/NFκB pathway."
hsa-mir-200a,"Squamous Cell Carcinoma, Oral",29480379,"BACKGROUND: Oral lichen planus (OLP), a relatively common chronic inflammatory disease of the oral mucosa, is considered to be a premalignant disorder of the oral cavity. Previously, several biomarkers have been tested for their diagnostic potential. Here, we aimed to investigate the diagnostic potential of four miRNAs, miR-21, -125a, -31 and -200a, known to be involved in oral squamous cell carcinoma (OSCC) development, in the saliva of OLP patients as also their putative relation to OSCC development in these patients. MATERIALS AND METHODS: Saliva samples from 30 patients with OLP were collected, 15 of whom were diagnosed with dysplasia upon histopathologic examination. In addition, 15 saliva samples from patients with OSCC and 15 saliva samples from healthy donors were collected. After RNA extraction, the respective miRNA levels were assessed by quantitative RT-PCR. RESULTS: We found that the miR-21 levels were significantly increased in saliva samples derived from patients with OLP, dysplastic OLP and OSCC, compared to those from healthy controls (p = 0.012, p = 0.0017 and p < 0.0001, respectively). Conversely, significant decreases in miR-125a levels were found in the OLP, dysplastic OLP and OSCC samples, compared to those from healthy controls (p < 0.0014, p < 0.0001 and p < 0.0001, respectively). In addition, significant increases in miR-31 levels were found in samples derived from dysplastic OLP and OSCC patients, but not in those from nondysplastic OLP patients, compared to those in healthy controls (p = 0.01 and p = 0.004, respectively). Finally, we found that the miR-200a levels were significantly decreased only in samples derived from OSCC patients (p < 0.0001). CONCLUSIONS: From our data we conclude that increased miR-21 levels in conjunction with decreased miR-125a levels in saliva of OLP patients may be indicative for a poor prognosis. Conversely, we conclude that lack of significant alterations in miR-31 and miR-200a levels in saliva of OLP patients may be indicative for absence of malignant transformation.","Diagnostic and prognostic relevance of salivary microRNA-21, -125a, -31 and -200a",yes,0.0,"The abstract does not provide any evidence to suggest that hsa-mir-200a plays a causal role in oral lichen planus (OLP) or oral squamous cell carcinoma (OSCC) development. The study only reports decreased levels of miR-200a in saliva samples derived from OSCC patients. Therefore, hsa-mir-200a is not considered causal for OLP or OSCC development based on this abstract."
